"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x732197171542528000","x1404819238288830473",2021-06-15 15:13:01,"os4w_germany","Anshul – one of a kind <U+0001F56F>
We will deeply miss him and working with him.

To show our support, we have started a fundraising campaign that will give money to the family of Anshul. <U+0001F91D>
#Donate to support the family of Anshul.
<U+0001F449> https://t.co/C2huNf8mAf

#Covid19 #Donation https://t.co/IASAL7pPlI","Twitter Web App",266,,,,FALSE,FALSE,1,0,,,"Donate Covid19 Donation",,"outsourcing4work.de/en/fund-raisin…","https://t.co/C2huNf8mAf","https://www.outsourcing4work.de/en/fund-raising-campaign/","http://pbs.twimg.com/media/E37rW39VUAMrwQ5.jpg","https://t.co/IASAL7pPlI","https://twitter.com/os4w_germany/status/1404819238288830473/photo/1","photo","http://pbs.twimg.com/media/E37rW39VUAMrwQ5.jpg","https://t.co/IASAL7pPlI","https://twitter.com/os4w_germany/status/1404819238288830473/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/os4w_germany/status/1404819238288830473","outsourcing4work GmbH","Darmstadt, Deutschland","Hier twittert das os4w-Team über die Themen IT-Outsourcing und BPO. 
Impressum: https://t.co/LY8jAIYb9Q 
#ITpersonaldienstleister #IToutsourcing #BPO","https://t.co/6NMUbWnDxQ",FALSE,496,3151,222,2815,132,2016-05-16 13:13:04,FALSE,"https://t.co/6NMUbWnDxQ","http://www.outsourcing4work.de",,"https://pbs.twimg.com/profile_banners/732197171542528000/1605110596","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1326936704108924935/A8lt-vsI_normal.jpg"
"x1243808783253549056","x1404686362465345537",2021-06-15 06:25:01,"DrPriyaSrvastva","Help Corona Hit Daily Wagers get Food &amp; Necessary Supplies

https://t.co/xx2I08W2we

#BTS_Butter #COVID19 #GoHabsGo #libspill #NintendoDirect #NBAPlayoffs #yegwx #donate #food #help #kindness #KindnessMatters","Twitter Web App",212,,,,FALSE,FALSE,3,2,,,"BTS_Butter COVID19 GoHabsGo libspill NintendoDirect NBAPlayoffs yegwx donate food help kindness KindnessMatters",,"milaap.org/fundraisers/su…","https://t.co/xx2I08W2we","https://milaap.org/fundraisers/support4masks",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DrPriyaSrvastva/status/1404686362465345537","Dr Priya Srivastava","India","Support for Corona Hit People & Stray Animals
HealthCare Tech Enthusiast : Cloud | Analytics | AI | ML
Proud to be Indian
DM Open","https://t.co/inZwN7W1zd",FALSE,428,1125,0,2302,853,2020-03-28 07:55:07,FALSE,"https://t.co/inZwN7W1zd","https://milaap.org/fundraisers/support4masks#",,"https://pbs.twimg.com/profile_banners/1243808783253549056/1620327606",,"http://pbs.twimg.com/profile_images/1401976336533495810/FZxkEA3__normal.jpg"
"x1230896147188846594","x1404680693293060097",2021-06-15 06:02:29,"simmifoundation","Our volunteer Thang distributed basic #stationery items such as pens, pencils, erasers, notebooks to the underprivileged #children
#right #education #Help

#simmifoundation #LearningDisability #LearningAndDevelopment #school #Students #study #COVID19 #DoYouCare #donate #charity https://t.co/wQVwQ9X3Hx","Twitter for Android",278,,,,FALSE,FALSE,3,2,,,"stationery children right education Help simmifoundation LearningDisability LearningAndDevelopment school Students study COVID19 DoYouCare donate charity",,,,,"http://pbs.twimg.com/media/E35tn2DXIAA3yn7.jpg","https://t.co/wQVwQ9X3Hx","https://twitter.com/simmifoundation/status/1404680693293060097/photo/1","photo","http://pbs.twimg.com/media/E35tn2DXIAA3yn7.jpg http://pbs.twimg.com/media/E35toYCXwAMlh_9.jpg http://pbs.twimg.com/media/E35to8SXMAIBPVr.jpg","https://t.co/wQVwQ9X3Hx https://t.co/wQVwQ9X3Hx https://t.co/wQVwQ9X3Hx","https://twitter.com/simmifoundation/status/1404680693293060097/photo/1 https://twitter.com/simmifoundation/status/1404680693293060097/photo/1 https://twitter.com/simmifoundation/status/1404680693293060097/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/simmifoundation/status/1404680693293060097","SIMMI Foundation","Pataudi, Distt.Gurgaon,Haryana","Spreading smiles in india! A Non Government Organization helps woman and mankind, for the upliftment of the poor. Making children self efficient.","https://t.co/IgITeKXDjJ",FALSE,43,49,0,236,81,2020-02-21 16:45:38,FALSE,"https://t.co/IgITeKXDjJ","http://www.simmifoundation.org",,"https://pbs.twimg.com/profile_banners/1230896147188846594/1594828004",,"http://pbs.twimg.com/profile_images/1339480280868900864/XUieWgbz_normal.jpg"
"x1332598978161094657","x1404623966573056003",2021-06-15 02:17:04,"LatoyaAlston17","Are you ready to SHOP? Go to https://t.co/af4cmMssAd and get your #5dollarbling today!!! All profits will be given to my mom as she is currently fighting #covid19 

#like #shop #support #love #community #covid #mom #daughterslove #BlackTwitter #jewelry #5dollarhabit #donate #buy https://t.co/DbqmVoVgGp","Twitter for iPhone",279,,,,FALSE,FALSE,3,4,,,"5dollarbling covid19 like shop support love community covid mom daughterslove BlackTwitter jewelry 5dollarhabit donate buy",,"paparazziaccessories.com/413411","https://t.co/af4cmMssAd","http://paparazziaccessories.com/413411","http://pbs.twimg.com/media/E346DX7WQAIXcpZ.jpg","https://t.co/DbqmVoVgGp","https://twitter.com/LatoyaAlston17/status/1404623966573056003/photo/1","photo","http://pbs.twimg.com/media/E346DX7WQAIXcpZ.jpg","https://t.co/DbqmVoVgGp","https://twitter.com/LatoyaAlston17/status/1404623966573056003/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LatoyaAlston17/status/1404623966573056003","Latoya Alston","","Imperfectly Perfect. Child of God. Author. Independent Paparazzi Consultant. Academic Advisor. Sociology Instructor. <U+0001F98B>","https://t.co/HpmZzW33Qv",FALSE,286,393,0,179,102,2020-11-28 08:15:42,FALSE,"https://t.co/HpmZzW33Qv","http://www.RisingFromTheShadows.net",,"https://pbs.twimg.com/profile_banners/1332598978161094657/1606552592",,"http://pbs.twimg.com/profile_images/1332599184369864704/eqWUgOqo_normal.jpg"
"x2698753999","x1404526666832134146",2021-06-14 19:50:26,"FIPYPG","Throughout the #COVID19 #pandemic, despite limited mobility &amp; other challenges, #blood donors in many countries have continued to #donate blood &amp; #plasma to #patients who need transfusion.
<U+0001FA78><U+0001F170><U+FE0F><U+0001F171><U+FE0F><U+0001F17E><U+FE0F><U+0001F18E>
Read more on this day via the article written by #FIPYPG
https://t.co/2QQgu0jKpm","Twitter Web App",286,"x1404526665506643969","x2698753999","FIPYPG",FALSE,FALSE,2,1,,,"COVID19 pandemic blood donate plasma patients FIPYPG",,"fipypg.medium.com/world-blood-do…","https://t.co/2QQgu0jKpm","https://fipypg.medium.com/world-blood-donor-day-give-blood-and-keep-the-world-beating-fb3840aee93c",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FIPYPG/status/1404526666832134146","FIP YPG","The Hague, The Netherlands","Young Pharmacists Group of @FIP_org aims to encourage Young Pharmacists to get more involved in FIP and network with other pharmacists. #YPG #FIPCongress","https://t.co/413TIKQKYX",FALSE,3465,704,8,3207,1993,2014-08-01 16:57:14,FALSE,"https://t.co/413TIKQKYX","http://www.fip.org/young_pharmacists_group",,"https://pbs.twimg.com/profile_banners/2698753999/1610742608","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1403317986463780864/TbRysqTh_normal.jpg"
"x880031489278300164","x1404515501406097411",2021-06-14 19:06:04,"CandyCaneRescue","Little Hope is still waiting on her chance to get her flight out of China , at the moment that’s really hard due to #COVID19 and all the ongoing #TravelRestrictions impacting on getting our digs out of China to either the U.K. or America 
If anyone would like to #donate please do https://t.co/3sgieqJMMn","Twitter for iPad",280,,,,FALSE,FALSE,12,20,,,"COVID19 TravelRestrictions donate",,,,,"http://pbs.twimg.com/media/E33XZgmXwAcTK0a.jpg","https://t.co/3sgieqJMMn","https://twitter.com/CandyCaneRescue/status/1404515501406097411/photo/1","photo","http://pbs.twimg.com/media/E33XZgmXwAcTK0a.jpg","https://t.co/3sgieqJMMn","https://twitter.com/CandyCaneRescue/status/1404515501406097411/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CandyCaneRescue/status/1404515501406097411","Candy Cane Rescue","Birmingham (UK) & China","Candy Cane Rescue - aim to provide a safe environment in which rescued greyhounds &other breeds from China &other countries are cared for, sister rescue to @bgp","https://t.co/89XBSazSU8",FALSE,1956,328,16,3011,2541,2017-06-28 11:53:52,FALSE,"https://t.co/89XBSazSU8","http://candycanerescue.org",,"https://pbs.twimg.com/profile_banners/880031489278300164/1502368434",,"http://pbs.twimg.com/profile_images/882656128030650375/IG1Cwq_z_normal.jpg"
"x864486521461755904","x1404505452931698695",2021-06-14 18:26:09,"WeActForChange","#COVID19 has fueled South Africa's hunger crisis. Let's combat it together. Donate R5 to the #ActForChange Fund at the till in any @Shoprite_SA  @CheckersSA or Usave
.
#Covid19SA #Hunger #Food #Crisis #donate #ActionChangesThings https://t.co/Xh11fVueLc","Sprout Social",229,,,,FALSE,FALSE,7,4,,,"COVID19 ActForChange Covid19SA Hunger Food Crisis donate ActionChangesThings",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1404505421142966283/pu/img/Cmg63zmk2hZLPCvj.jpg","https://t.co/Xh11fVueLc","https://twitter.com/WeActForChange/status/1404505452931698695/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1404505421142966283/pu/img/Cmg63zmk2hZLPCvj.jpg","https://t.co/Xh11fVueLc","https://twitter.com/WeActForChange/status/1404505452931698695/video/1",,"x1560203540 x128548538","Shoprite_SA CheckersSA","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WeActForChange/status/1404505452931698695","Shoprite Group","South Africa","Updates on the Shoprite Group's #ActForChange initiatives. Follow us for feel-good community stories.","https://t.co/VDDAQasI8J",FALSE,21304,1097,5,1846,1589,2017-05-16 14:23:42,FALSE,"https://t.co/VDDAQasI8J","https://bit.ly/3ufStiF",,"https://pbs.twimg.com/profile_banners/864486521461755904/1522330711","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1380051291150372869/ALJTOguE_normal.jpg"
"x1368199001745412099","x1404464974181724162",2021-06-14 15:45:18,"_Rohitcasm","A tip to save your data. 

""Status lu chudadam maneyandi"".

<U+0001F923><U+0001F604><U+0001F602>

#data #ChellamSir #LargestVaccineDrive #CoWIN #incometaxportal #Google #AndhraPradesh #Familyman2 #AWS #Indore #DigitalTransformation #GST #donate #BharatBiotech #COVID19 .","Twitter for Android",237,,,,FALSE,FALSE,2,1,,,"data ChellamSir LargestVaccineDrive CoWIN incometaxportal Google AndhraPradesh Familyman2 AWS Indore DigitalTransformation GST donate BharatBiotech COVID19",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_Rohitcasm/status/1404464974181724162","Rohit<U+0001F4AB>","","Alone at twitter 
Not in real life <U+0001F923>.",,FALSE,17,12,0,52,154,2021-03-06 13:57:35,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1403739219902693378/swL8uN7H_normal.jpg"
"x1382321252623216644","x1404434447936626690",2021-06-14 13:44:00,"vivalyf","Despite the #COVID19 pandemic, young people around the world continue to play a key role in ensuring a safe blood supply. A big thanks for their incredible contribution to the health of their communities.
#blood #donateblood #giveblood #blooddonors #donate #donatebloodsavelives https://t.co/gvpDmwwwSy","Twitter Web App",278,"x1404434442412691458","x1382321252623216644","vivalyf",FALSE,FALSE,0,0,,,"COVID19 blood donateblood giveblood blooddonors donate donatebloodsavelives",,,,,"http://pbs.twimg.com/media/E32NiwFVIAA8Nx_.jpg","https://t.co/gvpDmwwwSy","https://twitter.com/vivalyf/status/1404434447936626690/photo/1","photo","http://pbs.twimg.com/media/E32NiwFVIAA8Nx_.jpg http://pbs.twimg.com/media/E32NkMnVcAMKRub.jpg http://pbs.twimg.com/media/E32NlbKVkAcVZtC.jpg","https://t.co/gvpDmwwwSy https://t.co/gvpDmwwwSy https://t.co/gvpDmwwwSy","https://twitter.com/vivalyf/status/1404434447936626690/photo/1 https://twitter.com/vivalyf/status/1404434447936626690/photo/1 https://twitter.com/vivalyf/status/1404434447936626690/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/vivalyf/status/1404434447936626690","VivaLyf Innovations","","VivaLyf Innovations aim to use innovative science and technology to address some of society's most challenging healthcare issues.",,FALSE,2,3,0,15,0,2021-04-14 13:14:12,FALSE,,,,"https://pbs.twimg.com/profile_banners/1382321252623216644/1622521093",,"http://pbs.twimg.com/profile_images/1399581016851812358/9FHzbeZY_normal.jpg"
"x719830112695382016","x1404433135689891841",2021-06-14 13:38:47,"pehchanmumbai","DM us on our social media handles or donate via ketto : https://t.co/6IeGN5eivd

#mumbairain #Mumbai #india #maharashtra #donate #Help #MonsoonUpdate #Monsoon2021 #COVID19 #CovidRelief #Homeless #bombay #healthcare https://t.co/bWffHagn11","Twitter Web App",214,,,,FALSE,FALSE,1,2,,,"mumbairain Mumbai india maharashtra donate Help MonsoonUpdate Monsoon2021 COVID19 CovidRelief Homeless bombay healthcare",,"ketto.org/fundraiser/Peh…","https://t.co/6IeGN5eivd","https://www.ketto.org/fundraiser/PehchaanForCorona","http://pbs.twimg.com/media/E32LzhUUcAUlVA2.jpg","https://t.co/bWffHagn11","https://twitter.com/pehchanmumbai/status/1404433135689891841/photo/1","photo","http://pbs.twimg.com/media/E32LzhUUcAUlVA2.jpg","https://t.co/bWffHagn11","https://twitter.com/pehchanmumbai/status/1404433135689891841/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/pehchanmumbai/status/1404433135689891841","Pehchan","Mumbai, India","We use advocacy and empowerment to ensure the rights of homeless citizens while building their self-reliance at every step.","https://t.co/NZjfjm9Ue7",FALSE,82,74,0,131,173,2016-04-12 10:10:47,FALSE,"https://t.co/NZjfjm9Ue7","http://www.pehchanindia.org",,"https://pbs.twimg.com/profile_banners/719830112695382016/1517856098","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/719830867678490624/YJy6pfAD_normal.jpg"
"x99521440","x1404427753546424321",2021-06-14 13:17:24,"jaydeep1234","Donate funds for him. Thank you in advance for your contribution. You have no idea how much it means to me to have your support. Click_ https://t.co/BPM3r1zWHW #Donation #Help #Crisis #Bihar #GoFundMe  #donate #COVID19 #COVID19India #NarendraModi","Twitter for Android",246,,,,FALSE,FALSE,2,1,,,"Donation Help Crisis Bihar GoFundMe donate COVID19 COVID19India NarendraModi",,"ketto.org/fundraiser/rah…","https://t.co/BPM3r1zWHW","https://www.ketto.org/fundraiser/rahul-office-boy-from-bihar-lost-job-needs-food-rent-for-family-of-8",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jaydeep1234/status/1404427753546424321","jaydeep ray","","",,FALSE,22,32,1,56,33,2009-12-26 15:18:54,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1372061822057021446/OBoNEHLp_normal.jpg"
"x370628673","x1404425587339321351",2021-06-14 13:08:47,"Ashiana_Housing","Life is about spreading SMILES &amp; that's what we stand by. With an aim to enable access to oxygen services &amp; strengthen India’s #Covid19 response, we bring you the chance to #donate the gift of life. Visit our #fundraiser page! https://t.co/bpvVCWRu8E
#AshianaSmiles @oxyjanindia https://t.co/opCRW5J3Ma","Twitter Web App",286,,,,FALSE,FALSE,2,0,,,"Covid19 donate fundraiser AshianaSmiles",,"bit.ly/3cCL2MI","https://t.co/bpvVCWRu8E","https://bit.ly/3cCL2MI","http://pbs.twimg.com/ext_tw_video_thumb/1404425381344542728/pu/img/UkYjUums4Mwx0zOn.jpg","https://t.co/opCRW5J3Ma","https://twitter.com/Ashiana_Housing/status/1404425587339321351/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1404425381344542728/pu/img/UkYjUums4Mwx0zOn.jpg","https://t.co/opCRW5J3Ma","https://twitter.com/Ashiana_Housing/status/1404425587339321351/video/1",,"x1387435778691661825","oxyjanindia","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Ashiana_Housing/status/1404425587339321351","Ashiana Housing","","We build housing with a heart for you to stay assured that you are in safe hands.","https://t.co/JY24pQ89d5",FALSE,1905,24,0,5124,3772,2011-09-09 10:52:43,TRUE,"https://t.co/JY24pQ89d5","http://www.ashianahousing.com",,"https://pbs.twimg.com/profile_banners/370628673/1620279941","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1266046330188607493/6v6I7c66_normal.jpg"
"x1374682591891124225","x1404408937596686337",2021-06-14 12:02:38,"SunCharitable","https://t.co/794pyQKkVd
#COVID19 is #Claiming #Lives, You Can #Save Atleast One,  #Poor People #Need your #Support
#donations 
#donate 
#poor
#food 
#hungry 
#soodfoundation 
#Soonsood","Twitter Web App",184,,,,FALSE,FALSE,2,0,,,"COVID19 Claiming Lives Save Poor Need Support donations donate poor food hungry soodfoundation Soonsood",,"impactguru.com/fundraiser/hel…","https://t.co/794pyQKkVd","https://www.impactguru.com/fundraiser/help-sun-charitable-trust-1",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SunCharitable/status/1404408937596686337","SUN Charitable Trust","Hyderabad","Our main focus is providing the needy People Free Health Care and Educational Services, Free Food to needy People and Skill Development to Unemployed Youth","https://t.co/sxLoPZvm9c",FALSE,4,75,0,58,68,2021-03-24 11:20:59,FALSE,"https://t.co/sxLoPZvm9c","https://www.impactguru.com/fundraiser/help-sun-charitable-trust-1",,"https://pbs.twimg.com/profile_banners/1374682591891124225/1618316204",,"http://pbs.twimg.com/profile_images/1381944439560577024/bDMqYPBU_normal.jpg"
"x1374682591891124225","x1404113185670504452",2021-06-13 16:27:25,"SunCharitable","#COVID19 is #Claiming #Lives, You Can #Save Atleast One,  #Poor #People #Need your #Support

#donate 
#poor
#Food
#hungry
@FcSonuSood 
@SonuSoodFcIndia 
@FcSonuSoodMP 
@mr_sood_fc 
@SonuSoodTRFC 
@sonu_soodbest 
@SonuSoodSena 
@SonuSoodArmy 
@SonuSood 
@sonu_world 
@sood_lover https://t.co/w12Ajr0ppu","Twitter for Android",277,,,,FALSE,FALSE,1,0,,,"COVID19 Claiming Lives Save Poor People Need Support donate poor Food hungry",,,,,"http://pbs.twimg.com/media/E3xpf_DUcAMvMMF.jpg","https://t.co/w12Ajr0ppu","https://twitter.com/SunCharitable/status/1404113185670504452/photo/1","photo","http://pbs.twimg.com/media/E3xpf_DUcAMvMMF.jpg","https://t.co/w12Ajr0ppu","https://twitter.com/SunCharitable/status/1404113185670504452/photo/1",,"x958526025888972800 x1275056688773488640 x1305183109348904961 x1834954440 x789565326157615104 x3321919753 x958517760023080960 x1266372889789399045 x295026890 x3068030466 x2788124951","FcSonuSood SonuSoodFcIndia FcSonuSoodMP mr_sood_fc SonuSoodTRFC sonu_soodbest SonuSoodSena SonuSoodArmy SonuSood sonu_world sood_lover","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SunCharitable/status/1404113185670504452","SUN Charitable Trust","Hyderabad","Our main focus is providing the needy People Free Health Care and Educational Services, Free Food to needy People and Skill Development to Unemployed Youth","https://t.co/sxLoPZvm9c",FALSE,4,75,0,58,68,2021-03-24 11:20:59,FALSE,"https://t.co/sxLoPZvm9c","https://www.impactguru.com/fundraiser/help-sun-charitable-trust-1",,"https://pbs.twimg.com/profile_banners/1374682591891124225/1618316204",,"http://pbs.twimg.com/profile_images/1381944439560577024/bDMqYPBU_normal.jpg"
"x1374682591891124225","x1404113310752993284",2021-06-13 16:27:55,"SunCharitable","#COVID19 is #Claiming #Lives, You Can #Save Atleast One,  #Poor #People #Need your #Support

#donate 
#poor
#Food
#hungry
@FcSonuSood 
@SonuSoodFcIndia 
@FcSonuSoodMP 
@mr_sood_fc 
@SonuSoodTRFC 
@sonu_soodbest 
@SonuSoodSena 
@SonuSoodArmy 
@SonuSood 
@sonu_world 
@sood_lover https://t.co/Vm3hmVNxws","Twitter for Android",277,,,,FALSE,FALSE,1,0,,,"COVID19 Claiming Lives Save Poor People Need Support donate poor Food hungry",,,,,"http://pbs.twimg.com/media/E3xpnRbVoAIvXwG.jpg","https://t.co/Vm3hmVNxws","https://twitter.com/SunCharitable/status/1404113310752993284/photo/1","photo","http://pbs.twimg.com/media/E3xpnRbVoAIvXwG.jpg","https://t.co/Vm3hmVNxws","https://twitter.com/SunCharitable/status/1404113310752993284/photo/1",,"x958526025888972800 x1275056688773488640 x1305183109348904961 x1834954440 x789565326157615104 x3321919753 x958517760023080960 x1266372889789399045 x295026890 x3068030466 x2788124951","FcSonuSood SonuSoodFcIndia FcSonuSoodMP mr_sood_fc SonuSoodTRFC sonu_soodbest SonuSoodSena SonuSoodArmy SonuSood sonu_world sood_lover","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SunCharitable/status/1404113310752993284","SUN Charitable Trust","Hyderabad","Our main focus is providing the needy People Free Health Care and Educational Services, Free Food to needy People and Skill Development to Unemployed Youth","https://t.co/sxLoPZvm9c",FALSE,4,75,0,58,68,2021-03-24 11:20:59,FALSE,"https://t.co/sxLoPZvm9c","https://www.impactguru.com/fundraiser/help-sun-charitable-trust-1",,"https://pbs.twimg.com/profile_banners/1374682591891124225/1618316204",,"http://pbs.twimg.com/profile_images/1381944439560577024/bDMqYPBU_normal.jpg"
"x1386985104916901888","x1404403091646992390",2021-06-14 11:39:24,"Covid19Help10","1PHC3vfq6YDV1GZV8okmDiRDRqZXHnzycN
Send BTC Here to support me guys!

Eth - 0x47b7f690f85748ac9372c5d430b8554263ca8a5b
Lets donate to help India be free from COVID-19!
Please do donate 
I need to pay for oxygen for my fam!
#Donate #SOS #HelpIndia #COVID19
#pleasehelp #Indiadonate","Twitter Web App",280,,,,FALSE,FALSE,2,3,,,"Donate SOS HelpIndia COVID19 pleasehelp Indiadonate",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Covid19Help10/status/1404403091646992390","Covid-19 Help","","I'm a COVID-19 Awareness Bot here to help you!
I post Covid-19 information!
Mention me to make me retweet your tweet!
https://t.co/fB4VcC5EnE","https://t.co/w4GAE4SVlm",FALSE,556,0,1,35155,6003,2021-04-27 10:06:40,FALSE,"https://t.co/w4GAE4SVlm","https://covidhelper.tk",,"https://pbs.twimg.com/profile_banners/1386985104916901888/1620618879",,"http://pbs.twimg.com/profile_images/1386986626279112705/GlXkrFoL_normal.jpg"
"x1064440900099743744","x1404376033785114625",2021-06-14 09:51:53,"KatyayaniChand1","@Nazdeek1 is urgently seeking funds to provide 800 relief kits to textile and garments industry workers in #TamilNadu. Please do consider donating and supporting the workers in these critical times. 
#donate #COVID19 #india https://t.co/bEkWJOFLV2","Twitter for Android",223,,"x879638348","Nazdeek1",TRUE,FALSE,0,0,,,"TamilNadu donate COVID19 india",,"twitter.com/Nazdeek1/statu…","https://t.co/bEkWJOFLV2","https://twitter.com/Nazdeek1/status/1402281681709633539",,,,,,,,,"x879638348","Nazdeek1","en","x1402281681709633539","We need $22,000 to purchase 800 relief kits to distribute to affected laborers. Each relief kit costs appx $30, &amp; includes essential hygiene goods like masks &amp; basic food items like flour, rice, &amp; lentils. Please donate now to help us meet this urgent need https://t.co/vfByAPPaCm",2021-06-08 15:09:40,"Twitter Web App",0,0,"x879638348","Nazdeek1","Nazdeek",985,528,1573,"Delhi and Assam, India","We're committed to bringing access to justice closer to marginalized communities. Across India we focus on #humanrights, #health, #housing, and #food. Join us!",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KatyayaniChand1/status/1404376033785114625","Katyayani Chandola","India","Program Officer, @Nazdeek1
Human Rights Lawyer | #Gender #BizHumanRights #IndigenousRights #ESCR",,FALSE,77,306,1,319,2032,2018-11-19 08:51:01,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1390215078058684427/ONl8ebJC_normal.jpg"
